Event Link,Content
https://www.ariiyatickets.com/event/fast-and-funny-abuja-2019/,Seyilaw Fast & Funny Abuja 2019 (Blacker Than Ever). Featuring: Akporor Dr SmileChucks D GeneralMC EbenezerEfe Warri BoyLoud voice Music by: Small Doctor Paul Play Nd more You don’t want to miss this back-to-back award winning comedy show. Venue:Congress Hall Transcorp Hilton hotelAbuja. Date: Sunday October 27 2019. Time: 6 PM Regular N5000 VIP N15000 (Premium) Table for 10 N1000000. For Tickets Booking and Table Reservation Call: +234 (0) 9086787099 or 08182658462 Seyilaw Fast & Funny is packaged by BLACKADVO8 INTERNATIONAL Details Date: October 27 Time: 6:00 pm Cost: ₦5000 – ₦1000000 Event Category: Comedy Event Tags:COMEDY DANCE music social hangout October 27 @ 6:00 pm --PRICES: Quantity 500 available Regular tickets sayi law Abuja₦5000.00 Quantity 100 available VIP tickets seyi law Abuja₦15000.00 Quantity 100 available Premium Table for 10 Seyi law₦1000000.00 Quantity 100 available A seat on a premium Table seyi law₦100000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/mister-miss-humanity-nigeria-international/,Nigeria are you ready!!! All ROUTES LEADS TO ENUGU NIGERIA FOR THE GRAND FINALE OF MISTER AND MISS HUMANITY NIGERIA INTERNATIONAL ACHIEVERS FASHION WEEK AND NIGERIA HUMANITARIANS AND ACHIEVERS AWARDS 2019 VENUE: SUMMERHILL PLACE 20 PREMIER LAYOUTNEW ARTISAN ENUGU DATE: FRIDAY 8TH NOVEMBER 2019 EXHIBITION 6PM RED CARPET 8PM EVENT PROPER 9PM GO GRAB YOUR TICKETS !!!! For Reservations/Enquiries contact Mr Perfect on 09086787099/08182658462 Details Date: November 8 Time: 6:00 pm Cost: ₦1000 – ₦50000 Event Category: Beaty November 8 @ 6:00 pm --PRICES: Quantity 100 available Regular tickets Humanity₦1000.00 Quantity 100 available Vip tickets humanity₦5000.00 Quantity 100 available Premium Table for 4 humanity₦20000.00 Quantity 100 available Diamond table for 8 humanity₦50000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/next-starss-dance-competition/,D’KING’S SQUAD Presensts Next Star’s Dance Competition For Private Secondary Schools In Surulere Lagos.2019 EDITION. Date :19th November 2019 Venue-Molade Okaya Indoor Sport Hall Teslim Balogun StadiumSurulereLagos. Date – 19th of November2019 Time- Red Carpet 10:00am-11:00am Main Event: 12:00pm-4:00pm prompt Tickets Categories. Regular -NGN1000 Vip – NGN5000 Host By salami Abiodun. Tickets Available on- www.Ariiyatickets.com Details Date: November 19 Time: 12:00 pm - 2:00 pm Cost: ₦1000 – ₦5000 Event Categories: Competition Dance November 19 @ 12:00 pm - 2:00 pm --PRICES: Quantity 2000 available Next star Regular₦1000.00 Quantity 1000 available Next star VIP tickets₦5000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/bowjoint-comedy-2019/,One comedy show in Lagos that you don’t want to miss this! Date: 1st 2019 Venue: TERRA CULTURE VI. Red Carpet: 5pm Show Starts by: 6pm Tickets: Regular ₦5000 VIP ₦20000 and Table for 10 ₦500000. Tickets are sold online at www.ariiyatickets.com For Tickets Booking & enquiries please call 09086787099 or 08182658462 email us at info@ariiyatickets.com. Details Date: November 11 Time: 5:00 am - 9:00 pm Cost: ₦5000 – ₦500000 Event Category: Comedy Event Tags:Bow joint COMEDY Independent day TERRA Kulture November 11 @ 5:00 am - 9:00 pm --PRICES: Quantity 200 available REGULAR₦5000.00 Quantity 100 available VIP₦20000.00 Quantity 100 available A SEAT AT A TABLE₦50000.00 Quantity 20 available TABLE₦500000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/rotary-international-keep-poliozero-concert/,An evening of food comedy and good music to raise funds for the total eradication of Polio in Nigeria Featuring Rotary’s celebrity ambassadors; Ali Baba Kate Henshaw Akin Shuga Sani Danja Timaya Phyno and Ranti Details Date: November 3 Time: 4:00 pm - 11:30 pm Cost: ₦10000 – ₦50000 Event Category: Concert Event Tags:Concert Website: https://endpolio.org.ng/ November 3 @ 4:00 pm - 11:30 pm --PRICES: Quantity 100 available Regular tickets polio₦10000.00 Quantity 100 available Vip tickets polio₦25000.00 Quantity 100 available VVIP tickets polio₦50000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/rock-on-the-musical-2/,You have music bubbling in your veins and melodies running round your brain and the only thing that seems to soothe is when you release it through writing or singing. This is the world of Christie. She is recovering from her one and only love affair with the help of her therapist friend when she finds herself thrust centre stage of a national gospel music competition by a set of quirky coincidences. Details Date: November 24 Time: 1:00 pm - 9:00 pm Cost: ₦10000 – ₦20000 Event Category: Theater/Stage Play Event Tags:2019 Ariiyatickets DANCE Drama Family Drama MUSIC AND DANCE Stage Play. Website: https://www.maxpot.org November 24 @ 1:00 pm - 9:00 pm --PRICES: Quantity 500 available Regular tickets for 1PM Rock on₦10000.00 Quantity 100 available VIP tickets for 1PM Rock on₦20000.00 Quantity 100 available VIP tickets for 4PM Rock on₦20000.00 Quantity 100 available VIP tickets for 7PM Rock on₦20000.00 Quantity 100 available Regular tickets for 4PM Rock on₦10000.00 Quantity 100 available Regular Tickets For 7PM Rock on₦10000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/cvcc-celebrity-video-game-challenge/,It’s the 4th edition CVGC CELEBRITY VIDEO GAME CHALLENGE Hosted By VJ Adams. Performance by- AY Becca MayorkunJoeboyReminisceDo2DtunDj Spinall Tclassic And Many More…………… Music Policy – Dj Kaywise Dj Baggio And VJ adams Featuring- FIFA 19Video gamesBoard gamesMortal KombatJengaChessSnookersMusic performances!! Celebs vs celebs fans play against celebs.. and there’s 300k naira for best fifa 19 player. Tickets- General Access/regular – N3000 VIP TICKETS – N10000 TABLE -N1000000. Tickets Available on www.ariiyatickets.com For more information call- 08182658462 & 09086787099 Details Date: November 9 Time: 6:00 pm - 11:00 pm Cost: ₦3000 – ₦1000000 Event Tags:CHILL fun GAMES music November 9 @ 6:00 pm - 11:00 pm --PRICES: Quantity 1000 available CVGC REGULAR₦3000.00 Quantity 9999 available CVGC VIP₦10000.00 Quantity 10 available TABLE OF 10₦1000000.00 Quantity 100 available FIFA Special Tickets₦5000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/the-box-champ-festival-2019/,The time is Now!! Putting Nigeria on the world map start and start of a new era!! TheBox Champ Festival 2019. Date -NOVEMBER 8 2019 TIME-4:00 PM Venue- QUEENS PARK EVENT CENTER WATER CORPORATION DRIVE VICTORIA ISLAND LAGOS NIGERIA. History for Nigeria History for Nigeria Boxing …world class boxing live. Headline by – Tony salem- Best cruiserweighter in Africa – WBF Africa cuiser weight champion . Larry Ekundayo- Nigerian’s #1 Ranked Boxer in the world IBF. European welterweight Champion. Tittles and champions on the show. WBO IBF WBF IBo national west.Africa . Top performance live by popular Nigerian Artists . Popular celebrities in Attendance. Tickets – Regular N10000 VIP. N30000 VVIP N50000 Tickets available online www.ariiyatickets.com Details Date: November 8 Time: 4:00 pm - 11:30 pm Cost: ₦10000 – ₦50000 Event Category: Sport Event Tags:Boxing LAGOS sport November 8 @ 4:00 pm - 11:30 pm --PRICES: Quantity 1000 available Regular tickets boxing champ₦10000.00 Quantity 500 available VIP tickets boxing champ₦30000.00 Quantity 100 available VVIP tickets Boxing champ₦50000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/whalemouth/,Whalemouth 2019 Bold Awards comedian of the year is set to shut down for the third time. Whalemouth THE JOURNEY TO LAGOS a comedy concert you shouldn’t miss as Whalemouth is ready to tell so many hilarious jokes of how he journeyed to Lagos. It will feature top Nigerian comedians and musical act. Venue: Balmoral Convention Center Federal Palace Hotel Victoria Island Lagos. Date: 20th of November 2019 Show start: 7pm. TICKETS: ECONOMY (REGULAR) = 5000 PREMIUM ECONOMY (VIP) = 20000 BUSINESS CLASS (GOLD TABLE FOR 10) = 1000000 FIRST CLASS (PREMIUM TABLE FOR 10) = 2000000. Tickets are sold online at www.ariiyatickets.com For Table bookings and enquiries please call 09086787099 or 08182658462 Details Date: November 10 Time: 7:00 pm - 11:30 pm Cost: ₦5000 – ₦2000000 Event Category: Comedy Event Tags:COMEDY DANCE music November 10 @ 7:00 pm - 11:30 pm --PRICES: Quantity 500 available Economy Class whalemouth₦5000.00 Quantity 100 available Premium Economy whalemouth₦10000.00 Quantity 100 available Bussines class whalemouth₦1000000.00 Quantity 100 available First class whalemouth₦2000000.00 Quantity 100 available A seat on bussines class whalemouth₦100000.00 Quantity 100 available A seat on firstclass whalemouth₦200000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/pure-laff-with-mc-90s/,Pure LAff with MC 90’s Mother and Son Edition Date : November 3rd 2019 Time: 4PM Venue: EKo FM Multi Purpose Hall  Agidingbi ikeja Lagos Ticket : Reg 3k | VIP 10k | Tables 500k For Ticket and Table Booking visit www.ariiyatickets.com or Call 09086787099/0882658462. Details Date: November 3 Time: 4:00 pm - 8:00 pm Cost: ₦3000 – ₦50000 Event Category: Comedy November 3 @ 4:00 pm - 8:00 pm --PRICES: Quantity 500 available Regular tickets MC 90's₦3000.00 Quantity 200 available VIP tickets MC 90's₦10000.00 Quantity 50 available A seat on a table MC 90's₦50000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
